Mother Group	Child Goup	Publication Year	Author	Title	Url	Abstract Note	Source code	Source code URL	Data Set Name 1	Data Set URL1	Data Set Nmae 2	Data Set URL 2	Data Set Name 3	Data Set URL 3	Demo	Demo URL	Demo 2	Demo 2 URL
Sound Source Separation	Music Audio Source Separation	2010	Salamon, Justin; Gomez, Emilia	Melody Extraction from Polyphonic Music Signals using Pitch Contour Characteristics	http://www.mtg.upf.edu/system/files/publications/SalamonGomezMelodyTASLP2012.pdf	We present a novel system for the automatic extraction of the main melody from polyphonic music recordings. Our approach is based on the creation and characterisation of pitch contours, time continuous sequences of pitch candidates grouped using auditory streaming cues. We deﬁne a set of contour characteristics and show that by studying their distributions we can devise rules to distinguish between melodic and non-melodic contours. This leads to the development of new voicing detection, octave error minimisation and melody selection techniques.	Source Code	https://www.music-ir.org/mirex/wiki/MIREX_HOME							Demo	https://www.music-ir.org/mirex/wiki/MIREX_HOME		
Intelligent Music Production	Equalization	2009	Perez, Enrique; Reiss, Joshua	Automatic equalization of multi-channel audio using cross-adaptive methods	http://www.aes.org/e-lib/browse.cfm?elib=15026	A method for automatically equalizing a multi-track mixture has been implemented. The method aims to achieve equal average perceptual loudness on all frequencies amongst all multi-track channels. The method uses accumulative spectral decomposition techniques together with cross-adaptive audio effects to achieve equalization. The method has applications in live and recorded audio mixing where the audio engineer would like to reduce set-up time, or as a tool for inexperienced users wishing to perform audio mixing. Results are reported which show how the frequency content of each channel is modified, and which demonstrate the ability of the automatic equalization method to achieve a well-balanced and equalized final mix.												
Intelligent Music Production	Level Adjustment	2009	Perez-Gonzalez, Enrique; Reiss, Joshua	Automatic gain and fader control for live mixing	http://ieeexplore.ieee.org/document/5346498/	A cross-adaptive mixing device has been developed for the purpose of optimizing the gain levels of a live audio mixture. The method aims to achieve optimal mixing levels by optimizing the ratios between the loudness of each individual input channel and the overall loudness contained in a stereo mix. In order to evaluate the amount of loudness of each channel in real-time, accumulative statistical measurements were performed. The system uses a cross-adaptive algorithm to map the loudness indicators to the channel gain values. The system has applications in automatic mixing of live music, live mixing of game audio, and studio recording post-production.									Demo	http://www.elec.qmul.ac.uk/digitalmusic/automaticmixin		
Intelligent Music Production	Equalization	2009	Barchiesi, Daniele; Reiss, Josh	Automatic Target Mixing using Least-Squares Optimization of Gains and Equalization Settings	https://www.eecs.qmul.ac.uk/~josh/documents/2009/BarchiesiReiss-AutomaticTargetMixing.pdf	The proposed automatic target mixing algorithm determines the gains and the equalization settings for the mixing of a multi-track recording using a least-squares optimization. These parameters are estimated using a single channel target mix, that is a signal which contains the same audio tracks as the multi-track recording, but that has been previously mixed using some unknown settings.												
Music Information Retrieval	Beat Detection	2009	Grosche, Peter; Muller, Meinard	Computing predominant local periodicity information in music recordings	http://ieeexplore.ieee.org/document/5346544/	The periodic structure of musical events plays a crucial role in the perception of tempo as well as the sensation of note changes and onsets. In this paper, we introduce a novel function that reveals the predominant local periodicity (PLP) in music recordings. Here, our main idea is to estimate for each time position a periodicity kernel that best explains the local periodic nature of previously extracted note onset information and then to accumulate all these kernels to yield a single function. This function, which is also referred to as PLP curve, reveals musically meaningful periodicity information even for non-percussive music with soft and blurred note onsets. Such information is useful not only for stabilizing note onset detection but also for beat tracking and tempo estimation in the case of music with changing tempo.			RWC Music Database	https://staff.aist.go.jp/m.goto/RWC-MDB/								
Music Information Retrieval	Chord Detection	2009	Stark, Adam M	Real-Time Chord Recognition for Live Performance	http://eecs.qmul.ac.uk/~markp/2009/StarkPlumbley09-icmc.pdf	This paper describes work aimed at creating an efﬁcient, real-time, robust and high performance chord recognition system for use on a single instrument in a live performance context. An improved chroma calculation method is combined with a classiﬁcation technique based on masking out expected note positions in the chromagram and minimising the residual energy. We demonstrate that our approach can be used to classify a wide range of chords, in real-time, on a frame by frame basis. We present these analysis techniques as externals for Max/MSP.	Source Code	http://www.elec.qmul.ac.uk/digitalmusic/people/adams/chordrec/										
Intelligent Music Production	Level Adjustment	2008	Gonzalez, Enrique Perez; Reiss, Joshua	An automatic maximum gain normalization technique with applications to audio mixing.	http://www.aes.org/e-lib/browse.cfm?elib=14541	A method for real-time magnitude gain normalization of a changing linear system has been developed and tested with a parametric filter design. The method is useful in situations where the maximum gain before feedback is needed. The method automatically calculates the appropriate gain that should be applied in order to maintain maximum unitary gain. The method uses an impulse measurement of a mathematical model of the system to be normalized. This is particularly useful for mixing engineers, who have to continually revise their gain structure in order to maximize gain before feedback. The system is also useful in many other situations where solving the analytical solution from the mathematical model is not possible.												
Music Information Retrieval	Chord Detection	2008	Heng-Tze Cheng; Yi-Hsuan Yang; Yu-Ching Lin; I-Bin Liao; Chen, Homer H.	Automatic chord recognition for music classification and retrieval	http://ieeexplore.ieee.org/document/4607732/	As one of the most important mid-level features of music, chord contains rich information of harmonic structure that is useful for music information retrieval. In this paper, we present a chord recognition system based on the N-gram model. The system is time-efficient, and its accuracy is comparable to existing systems. We further propose a new method to construct chord features for music emotion classification and evaluate its performance on commercial song recordings. Experimental results demonstrate the advantage of using chord features for music classification and retrieval.												
Intelligent Music Production	Time Adjustment	2008	Gonzalez, Enrique Perez; Reiss, Joshua	Determination and correction of individual channel time offsets for signals involved in an audio mixture	http://www.aes.org/e-lib/browse.cfm?elib=14782	A method for reducing comb-filtering effects due to delay time differences between audio signals in a sound mixer has been implemented. The method uses a multi-channel cross-adaptive effect topology to automatically determine the minimal delay and polarity contributions required to optimize the sound mixture. The system uses real time, time domain transfer function measurements to determine and correct the individual channel offset for every signal involved in the audio mixture. The method has applications in live and recorded audio mixing where recording a single sound source with more than one signal path is required, for example when recording a piano with multiple microphones. Results are reported which determine the effectiveness of the proposed method.												
Text Book	Text Book	2008	Wiley, A John	Digital Audio Signal Processing	https://www.wiley.com/en-us/Digital+Audio+Signal+Processing%2C+2nd+Edition-p-9780470997857													
Music Information Retrieval	Beat Detection	2007	Zenz, Veronika; Rauber, Andreas	Automatic Chord Detection Incorporating Beat and Key Detection	http://ieeexplore.ieee.org/document/4728534/	We introduce an algorithm that analyzes audio signals to extract chord-sequence information. The main goal of our approach lies in incorporating music theoretical knowledge without restricting the input data to a narrow range of musical styles. At the basis of our approach lies pitch detection using enhanced autocorrelation, supported by key detection and beat tracking. The Chords themselves are identiﬁed by comparing generated and reference Pitch Class Proﬁles. A smoothing algorithm is applied to the chordsequence which optimizes the number of chord changes and thus takes into consideration the comparatively stable nature of chords. In this paper we present an evaluation performed on a large set of 35 pieces of diverse music showing an average performance of 65% accuracy.			RWC Music Database	https://staff.aist.go.jp/m.goto/RWC-MDB/								
Intelligent Music Production	Panning	2007	Gonzalez, Enrique Perez; Reiss, Joshua	AUTOMATIC MIXING: LIVE DOWNMIXING STEREO PANNER TEMPLATES FOR DAFX04, NAPLES, ITALY	https://www.semanticscholar.org/paper/AUTOMATIC-MIXING%3A-LIVE-DOWNMIXING-STEREO-PANNER-FOR-Gonzalez-Reiss/7057648eca7ba75172d851025e1390c5dd898c8b	An automatic stereo panning algorithm intended for live multitrack downmixing has been researched. The algorithm uses spectral analysis to determine the panning position of sources. The method uses filter bank quantitative channel dependence, priority channel architecture and constrained rules to assign panning criteria. The algorithm attempts to minimize spectral masking by allocating similar spectra to different panning spaces. The algorithm has been implemented; results on its convergence, automatic panning space allocation, and left-right inter-channel phase relationship are presented.			BASS-dB database	http://bass-db.gforge.inria.fr/BASS-dB/								
Sound Source Separation	Evaluation	2006	Vincent, E.; Gribonval, R.; Fevotte, C.	Performance measurement in blind audio source separation	http://ieeexplore.ieee.org/document/1643671/	In this article, we discuss the evaluation of Blind Audio Source Separation (BASS) algorithms. Depending on the exact application, different distortions can be allowed between an estimated source and the wanted true source. We consider four different sets of such allowed distortions, from time-invariant gains to time-varying ﬁlters. In each case we decompose the estimated source into a true source part plus error terms corresponding to interferences, additive noise and algorithmic artifacts. Then we derive a global performance measure using an energy ratio, plus a separate performance measure for each error term. These measures are computed and discussed on the results of several BASS problems with various difﬁculty levels.			BASS-dB	http://bass-db.gforge.inria.fr/BASS-dB/					Demo	http://www.irisa.fr/metiss/home_html-fr/switchLanguage%3Fset_language=en.html		
Music Information Retrieval	Instrument Classification	2006	Sell, Greg; Mysore, Gautham J; Chon, Song Hui	Musical Instrument Detection Detecting instrumentation in polyphonic musical signals on a frame-by-frame basis	http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.142.8908	Knowledge of the instrumentation of a musical signal at any given time could be useful for major audio signal processing problems such as sound source separation and automated music transcription. Knowing which instruments are playing is a first step toward more intelligently designed solutions to these very important and largely unsolved challenges. So, in this paper, we attempt the problem of identifying the instrumentation of a musical signal at any given time using several machine learning techniques (logistic regression, K-NN, SVM). We approached the problem as a series of separate binary classifications (as opposed to a multivariate problem) so that we could mix and match the best algorithm for each instrument to create the best overall classifier.												
Music Information Retrieval	Beat Detection	2004	Leveau, Pierre; Daudet, Laurent; Richard, Gael	METHODOLOGY AND TOOLS FOR THE EVALUATION OF AUTOMATIC ONSET DETECTION ALGORITHMS IN MUSIC	https://www.semanticscholar.org/paper/Methodology-and-Tools-for-the-evaluation-of-onset-Daudet-Richard/c49d6291ed2d4392cc14b08ad580d304f2a7b21f	This paper addresses the problem of the performance evaluation of algorithms for the automatic detection of note onsets in music signals. Our experiments show that creating a database of reference ﬁles with reliable humanannotated onset times is a complex task, since its subjective part cannot be neglected. This work provides a methodology to construct such a database. With the use of a carefully designed software tool, called SOL (Sound Onset Labellizer), we can obtain a set of reference onset times that are cross-validated amongst different expert listeners. We show that the mean error of annotated times across test subjects is very much signal-dependent. This value can be used, when evaluating automatic labelling, as an indication of the relevant tolerance window. The SOL annotation software is to be released freely for research purposes. Our test library, 17 short sequences containing about 750 onsets, comes from copyright-free music or from the public RWC database. The corresponding validated onset labels are also freely distributed, and are intended to form the starting point for the deﬁnition of a reliable benchmark.			RWC Music Database	https://staff.aist.go.jp/m.goto/RWC-MDB/	Database and tools for onset detection evaluation	http://www.enst.fr/˜grichard/ISMIR04/						
Data Set	Data Set	2003	Goto, Masataka	RWC Music Database: Music Genre Database and Musical Instrument Sound Database	https://pdfs.semanticscholar.org/ae8c/a8c76b9f74fb9dafe03a6b62d11998019fc1.pdf	This paper describes the design policy and speciﬁcations of the RWC Music Database, a copyright-cleared music database (DB) compiled speciﬁcally for research purposes. Shared DBs are common in other research ﬁelds and have made signiﬁcant contributions to progress in those ﬁelds. The ﬁeld of music information processing, however, has lacked a common DB of musical pieces or a large-scale DB of musical instrument sounds. We therefore recently constructed the RWC Music Database comprising four original component DBs: Popular Music Database (100 pieces), Royalty-Free Music Database (15 pieces), Classical Music Database (50 pieces), and Jazz Music Database (50 pieces). In this paper we report the construction of two additional component DBs: Music Genre Database (100 pieces) and Musical Instrument Sound Database (50 instruments). It is our hope that our DB will make a signiﬁcant contribution to future advances in the ﬁeld of music information processing.			RWC Music Database	https://staff.aist.go.jp/m.goto/RWC-MDB/								
Sound Source Separation	Summary	2001	Lee, Daniel D; Seung, H Sebastian	Algorithms for Non-negative Matrix Factorization	https://papers.nips.cc/paper/1861-algorithms-for-non-negative-matrix-factorization.pdf	Non-negative matrix factorization (NMF) has previously been shown to be a useful decomposition for multivariate data. Two different multiplicative algorithms for NMF are analyzed. They differ only slightly in the multiplicative factor used in the update rules. One algorithm can be shown to minimize the conventional least squares error while the other minimizes the generalized Kullback-Leibler divergence. The monotonic convergence of both algorithms can be proven using an auxiliary function analogous to that used for proving convergence of the ExpectationMaximization algorithm. The algorithms can also be interpreted as diagonally rescaled gradient descent, where the rescaling factor is optimally chosen to ensure convergence.												
Music Information Retrieval	Instrument Classification	2001	Eronen, Antti	AUTOMATIC MUSICAL INSTRUMENT RECOGNITION	http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.79.6635&rep=rep1&type=pdf	N.A.												
Intelligent Music Production	Evolutional computation	2001	Takagi, H.	Interactive evolutionary computation: fusion of the capabilities of EC optimization and human evaluation	http://ieeexplore.ieee.org/document/949485/	In this paper, we survey the research on interactive evolutionary computation (IEC). The IEC is an EC that optimizes systems based on subjective human evaluation. The deﬁnition and features of the IEC are ﬁrst described and then followed by an overview of the IEC research. The overview primarily consists of application research and interface research. In this survey, the IEC application ﬁelds include graphic arts and animation, 3-D CG lighting, music, editorial design, industrial design, facial image generation, speech processing and synthesis, hearing aid ﬁtting, virtual reality, media database retrieval, data mining, image processing, control and robotics, food industry, geophysics, education, entertainment, social system, and so on. Also in this survey, the interface research to reduce human fatigue includes improving ﬁtness input interfaces and displays based on ﬁtness prediction, accelerating EC convergence especially in early EC generations, examining combinations of interactive and normal EC, and investigating active user intervention. Finally, we discuss the IEC from the point of the future research direction of computational intelligence. In order to show the status quo IEC research, this paper primarily features a survey of about 250 IEC research papers rather than a carefully selected representation of a few papers.												
Music Information Retrieval	Genre Classification	2001	Pachet, F.; Westermann, G.; Laigre, D.	Musical data mining for electronic music distribution	https://www.researchgate.net/publication/3939810_Musical_data_mining_for_electronic_music_distribution	Music classification is a key ingredient for electronic music distribution. Because of the lack of standards in music classification – or the lack of enforcement of existing standards – there is a huge amount of unclassified titles of music in the world. In this paper we propose a method of classification based on musical data mining techniques that uses co-occurrence and correlation analysis for classification. This method allows for the rapid extraction of similarities between musical titles or artists. We investigate the usability of radio playlists and compilation CD databases for our data mining technique, and we compare the generated results with human similarity judgments. Based on a clustering technique, we show that interesting clusters can reveal specific music genres and allow classifying titles of music in a kind of objective manner.												
